drug_name,atc,uncertainty_atc_match,summary
urofollitropin,G03GA04,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se (2019-06-14). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
ursodeoxycholicacid,A05AA02,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
ustekinumab,L04AC05,False,SummaryHazard - P - B - T - Risk Exempt This summary information comes from the assessment report and Fass.Exempt.
valaciclovir,J05AB11,False,SummaryPersistence. Valaciclovir is potentially persistent.Bioaccumulation. Valaciclovir has low potential for bioaccumulation.Toxicity. Valaciclovir has low chronic toxicity.Risk. The use of valaciclovir (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
valganciclovir,J05AB14,False,SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant 
valproicacid,N03AG01,False,SummaryPersistence. Valproic acid is potentially persistent.Bioaccumulation. Valproic acid has low potential for bioaccumulation.Toxicity. Valproic acid has low chronic toxicity.Risk. The use of valproic acid (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
valsartan,C09CA03,False,SummaryThis summary information comes from the report from Goodpoint. Persistence. Valsartan is potentially persistent.Bioaccumulation. Valsartan has high potential for bioaccumulation.Toxicity. Valsartan has low chronic toxicity.Risk. See the report from Goodpoint.
vardenafil,G04BE09,False,"SummaryHazard 6* P 3 B 0 T 3* Risk Cannot be excluded T-värdet i faropäng avser akut toxicitet. Uppgifterna om fara och risk, med undantag för B, baseras på tidigare miljöinformation på Fass.se. Miljöinformation saknas på fass.se (2018-11-06). Det är frivilligt för tillverkare att lämna uppgifter om miljöpåverkan på fass.se. Underliggande data för B kommer från artikeln Fick J et al. 2010."
varenicline,N07BA03,False,SummaryPersistence. Varenicline is slowly degrade in the environment.Bioaccumulation. Varenicline has low potential for bioaccumulation.Toxicity. Varenicline has very high chronic toxicity.Risk. The use of varenicline (sales data Sweden 2020) has been considered to result in nsignificant environmental risk.This summary information comes from Fass.
vecuronium,M03AC03,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
vedolizumab,L04AA33,False,SummaryHazard - P - B - T - Risk Exempt
venlafaxine,N06AX16,False,SummaryThe data on hazard are based on previous environmental information on fass.se. Environmental information is missing (2021-09-10). It is voluntary for manufacturers to provide information about environmental impact on fass.se. The information on risk comes from the reports by Goodpoint. Venlafaxine is monitored within the framework of EU water legislation. Persistence. Venlafaxine is slowly degraded in the environment.Bioaccumulation. Venlafaxine does not have the potential to accumulate in aquatic organisms.Toxicity. Venlafaxine has high acute toxicity.Risk. See the reports from Goodpoint. Suggestions on how to reduce emissions of venlafaxine
verapamil,C08DA01,False,"SummaryPersistence. It cannot be excluded that verapamil is persistent, due to the lack of data.Bioaccumulation. Verapamil has low potential for bioaccumulation.Toxicity. Verapamil has moderate acute toxicity.Risk. Risk of environmental impact cannot be excluded, since there is not sufficient ecotoxicity data available. The data on hazard and risk are based on previous environmental information on fass.se from 2013. Environmental information is missing (2022-05-18). It is voluntary for manufacturers to provide information about environmental impact on fass.se."
vernakalant,C01BG11,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
verteporfin,S01LA01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
vigabatrin,N03AG04,False,SummaryHazard 4* P 3* B 0 T 1* Risk Cannot be excluded 
vilanterol,R03AL03,True,"SummaryThis summary information comes from assessment report and Fass. Persistence. It cannot be excluded that vilanterol is persistent, due to the lack of data.Bioaccumulation. Vilanterol has low potential for bioaccumulation.Toxicity. Vilanterol has high chronic toxicity.Risk. The use of vilanterol (sales data Sweden 2018) has been considered to result in insignificant environmental risk."
vildagliptin,A10BH02,False,SummaryHazard 4* P 3 B 0 T 1* Risk Insignificant 
vinblastine,L01CA01,False,SummaryHazard - P - B - T - Risk Cannot be excluded 
vincristine,L01CA02,False,SummaryHazard - P - B - T - Risk Cannot be excluded 
vindesine,L01CA03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
vinorelbine,L01CA04,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
voriconazole,J02AC03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
vortioxetine,N06AX26,False,"SummaryHazard 9 P 3 B 3 T 3 Risk See below The T-value in the score for hazard refers to chronic toxicity. According to EU established criteria, vortioxetine is considered a PBT/vPvB substance. The toxicity of aquatic organisms is very high, the substance is capable of bioaccumulation and degradation is slowly in the environment."
warfarin,B01AA03,False,SummaryPersistence. Warfarin is potentially persistent.Bioaccumulation. Warfarin has low potential for bioaccumulation.Toxicity. Warfarin has moderate acute toxicity.Risk. The use of warfarin (sales data Sweden 2010) has been considered to result in insignificant environmental risk.The data on hazard and risk are based on previous environmental information on fass.se. Environmental information is missing (2022-06-17). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
xylometazoline,R01AA07,False,SummaryHazard 7* P 3 B 3 T 1* Risk Cannot be excluded 
zaleplon,N05CF03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
zidovudine,J05AF01,False,SummaryHazard 4* P 3 B 0 T 1* Risk Cannot be excluded 
zoledronicacid,M05BA08,False,"SummaryPersistence. It cannot be excluded that zoledronic acid is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that zoledronic acid bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that zoledronic acid is toxic, due to the lack of data.Risk. Risk of environmental impact of zoledronic acid cannot be excluded, due to the lack of environmental toxicity data.  This summary information comes from Fass. The manufacturer Pfizer has stated on fass.se that the data about the environmental impact is missing for the substance so that the environmental risk cannot be calculated. It is voluntary for manufacturers to provide information on the environmental impact on fass.se. "
zolmitriptan,N02CC03,False,SummaryPersistence. Zolmitriptan is degraded in the environment.Bioaccumulation. Zolmitriptan has low potential for bioaccumulation.Toxicity. Zolmitriptan has moderate chronic toxicity.Risk. The use of zolmitriptan (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
zolpidem,N05CF02,False,"SummaryThis summary information on persistence, bioaccumulation and toxicity comes from Fass. The risk comes from the report from Goodpoint. Persistence. Zolpidem is potentially persistent.Bioaccumulation. Zolpidem has low potential for bioaccumulation.Toxicity. Zolpidem has moderate chronic toxicity.Risk. Zolpidem is poorly investigated, but existing data indicate low environmental risk."
zonisamide,N03AX15,False,"SummaryEnvironmental information is missing on fass.se (2021-04-14). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Informaton on bioaccumulation, toxicity and risk comes from the Goodpoint report. Persistence. It cannot be excluded that zonisamide is persistent, due to the lack of data.Bioaccumulation. Log P values strongly contradict any significant bioconcentration in biota.Toxicity. All available aquatic ecotoxicological studies indicate a very low toxicity.Risk. No obvious environmental risk from a Swedish perspective."
zopiclone,N05CF01,False,"SummaryThis summary information on persistence, bioaccumulation and toxicity comes from Fass. The risk comes from the report by Goodpoint Persistence. It cannot be excluded that zopiclone is persistent, due to the lack of data.Bioaccumulation. Zopiclone has low potential for bioaccumulation.Toxicity. It cannot be excluded that zopiclone is toxic, due to the lack of data.Risk. See the report by Goodpoint."
zuclopenthixol,N05AF05,False,SummaryHazard - P - B 3 T - Risk Cannot be excluded The data on hazard and risk are based on previous environmental information on Fass.se. Environmental information is missing on fass.se ( 2019-02-08). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
